BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
2,961.8192416545403,2,1,Tier 2,City Center,Semi-Furnished,7,No,9974881.985927572,10370.848860092032
4,2287.9031768592727,3,1,Tier 1 (Metro),Outskirts,Unfurnished,2,Yes,23827731.486114323,10414.659032391366
5,1853.3635210644181,3,2,Tier 3,Tech Park,Fully Furnished,13,Yes,12972776.039235124,6999.585290091735
4,1617.4254492727964,3,1,Tier 1 (Metro),Outskirts,Semi-Furnished,16,Yes,16717066.21197866,10335.602311373763
2,1094.4812555760755,1,0,Tier 2,Suburbs,Fully Furnished,1,Yes,7972370.435370805,7284.154383415715
1,648.4116028535965,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,14,Yes,11004675.126003753,16971.743068096326
4,2142.245339514264,2,2,Tier 3,City Center,Fully Furnished,5,No,16300939.064906549,7609.2774082555125
2,937.3883938953692,2,2,Tier 1 (Metro),City Center,Semi-Furnished,4,Yes,20195003.40053431,21543.901686912144
5,2499.645702711677,2,1,Tier 1 (Metro),Suburbs,Unfurnished,13,No,33056643.1299936,13224.53141824577
5,1874.796133015141,4,1,Tier 2,City Center,Unfurnished,18,Yes,18548803.485095005,9893.770932450074
4,2241.8061305421465,4,2,Tier 2,City Center,Unfurnished,8,Yes,22893749.88856861,10212.18988415921
2,1176.466612464682,2,3,Tier 2,City Center,Fully Furnished,7,No,12713109.694841592,10806.179759073482
2,909.5819334333839,1,1,Tier 1 (Metro),City Center,Semi-Furnished,2,Yes,19573801.843444157,21519.558737890988
4,1811.9831408961995,2,1,Tier 1 (Metro),City Center,Fully Furnished,17,Yes,35952370.08027052,19841.448448846288
2,1053.1756459304097,2,2,Tier 2,City Center,Fully Furnished,7,Yes,11395791.327089889,10820.409084775669
2,912.6560527918809,2,3,Tier 3,City Center,Semi-Furnished,15,Yes,5718164.106872023,6265.4097229506615
3,1480.160215612253,3,2,Tier 3,Tech Park,Fully Furnished,14,No,9665564.164546316,6530.079691777322
4,2839.888715666606,2,1,Tier 1 (Metro),City Center,Semi-Furnished,20,Yes,53573782.58463344,18864.74716036825
3,1425.8922897762009,4,2,Tier 3,Tech Park,Semi-Furnished,14,Yes,9402683.593267528,6594.245344256203
3,1392.4979543936333,4,2,Tier 1 (Metro),Outskirts,Unfurnished,15,Yes,14448585.883373206,10376.019467594033
1,435.2458194364841,1,2,Tier 2,Suburbs,Unfurnished,24,No,1204010.0178480905,2766.275893027372
3,1723.2575914499812,3,3,Tier 1 (Metro),City Center,Unfurnished,0,Yes,34780192.457938075,20182.816910542882
5,2409.3879133909486,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,9,Yes,33583838.0411524,13938.742638534632
2,870.1253923357148,1,1,Tier 2,City Center,Unfurnished,18,Yes,7967125.263734865,9156.295556837355
3,1896.3912096819038,2,2,Tier 2,Tech Park,Semi-Furnished,4,Yes,16688312.839831004,8800.03701484688
4,2567.841201805455,3,3,Tier 1 (Metro),City Center,Fully Furnished,17,Yes,50052433.00900345,19492.028157275254
3,1319.8729302783886,3,0,Tier 1 (Metro),Outskirts,Unfurnished,2,Yes,14133971.814652575,10708.585266364564
3,940.0380145918152,3,3,Tier 1 (Metro),Suburbs,Semi-Furnished,3,Yes,14526116.848785484,15452.690873456897
3,1802.2541069510767,4,2,Tier 2,Suburbs,Semi-Furnished,3,Yes,13013455.18108648,7220.655029107801
2,863.0740348479992,2,0,Tier 1 (Metro),Outskirts,Semi-Furnished,10,Yes,9733015.14849167,11277.149764105468
2,1158.1251198325538,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,8,No,20281019.85145177,17511.941934550283
3,908.9688546864493,3,3,Tier 2,Tech Park,Unfurnished,0,No,8750448.932079079,9626.786316124731
3,1767.7792014897927,2,0,Tier 2,Outskirts,Unfurnished,24,Yes,7662232.139407641,4334.383011719059
4,1515.5312282876876,3,0,Tier 2,Suburbs,Unfurnished,15,Yes,10501497.860407332,6929.252043372525
4,2292.3056476266097,4,2,Tier 2,City Center,Semi-Furnished,8,Yes,23772742.408874318,10370.66869048984
3,1504.2819203509302,4,2,Tier 3,Tech Park,Fully Furnished,10,No,10926937.673629778,7263.889518183306
3,1213.8181741810065,3,3,Tier 3,City Center,Semi-Furnished,5,Yes,8740162.84865175,7200.553620437391
3,1377.8891061219658,3,2,Tier 3,Suburbs,Fully Furnished,16,No,6852466.065724522,4973.162234376477
3,1705.8955370870103,4,0,Tier 2,City Center,Unfurnished,11,Yes,16720051.486002916,9801.333740842127
3,1531.7683359345704,4,1,Tier 1 (Metro),Outskirts,Semi-Furnished,21,Yes,14559993.221943324,9505.349392837466
3,1675.3238941417453,2,1,Tier 3,Tech Park,Semi-Furnished,7,No,10069129.239885045,6010.258240269042
4,2790.576233806194,4,3,Tier 1 (Metro),Tech Park,Unfurnished,15,No,46860748.271525964,16792.49887669632
2,687.1516776577897,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,4,No,7502707.526622001,10918.561025995843
2,1323.4425149937247,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,20,Yes,12134962.99376246,9169.2407159974
1,510.43559375232127,1,1,Tier 1 (Metro),Tech Park,Fully Furnished,0,Yes,11731619.747480176,22983.545605114505
3,1230.3647855030615,2,1,Tier 3,Tech Park,Fully Furnished,16,Yes,8130985.817218009,6608.597639515079
1,366.96863742610105,1,2,Tier 2,Tech Park,Semi-Furnished,23,Yes,2018202.4369769257,5499.659183772468
2,962.1759218445933,1,0,Tier 2,Suburbs,Semi-Furnished,20,Yes,5124092.349534037,5325.5254399950145
3,1776.4950335773378,3,2,Tier 2,Suburbs,Fully Furnished,7,Yes,13489323.282449665,7593.2231880694535
2,974.4901759244932,1,1,Tier 1 (Metro),Suburbs,Semi-Furnished,9,Yes,13099020.307035418,13441.921356065446
3,1953.3464790742041,3,0,Tier 1 (Metro),City Center,Fully Furnished,17,Yes,37380984.77628362,19136.894133600137
1,354.88243099484407,2,3,Tier 2,Suburbs,Unfurnished,14,No,1094166.8659618562,3083.1812746958803
1,498.79110521539457,2,1,Tier 2,Tech Park,Fully Furnished,19,No,4288033.6295170495,8596.852639674347
3,1124.2819666760643,4,3,Tier 1 (Metro),Suburbs,Unfurnished,12,Yes,16425533.408451023,14609.79887190849
2,1072.7263765249936,1,0,Tier 2,Tech Park,Unfurnished,9,Yes,9150848.439416472,8530.459061759879
2,1177.37747801946,2,3,Tier 1 (Metro),Outskirts,Unfurnished,8,Yes,12489455.495579122,10607.860035329037
3,1373.771461895684,3,1,Tier 1 (Metro),City Center,Fully Furnished,12,No,27580337.25625247,20076.364971357045
3,718.7358430118597,3,2,Tier 1 (Metro),City Center,Fully Furnished,2,Yes,16633023.976132067,23142.054397108463
2,1039.789629359299,1,3,Tier 1 (Metro),Outskirts,Semi-Furnished,21,No,9793517.28905316,9418.748766601724
3,1631.0215655200527,3,1,Tier 3,Tech Park,Semi-Furnished,22,No,9612700.78529401,5893.668721804418
1,540.4294754961697,2,1,Tier 3,City Center,Unfurnished,2,Yes,4893125.19970983,9054.141977021958
1,623.5782191822154,1,0,Tier 1 (Metro),Suburbs,Fully Furnished,0,Yes,9261546.202085285,14852.26057804141
3,1178.6838961052854,4,1,Tier 2,Tech Park,Semi-Furnished,1,No,11760254.944463603,9977.446016971055
3,1704.0648316351349,3,2,Tier 2,City Center,Semi-Furnished,10,Yes,17275345.826954357,10137.728040768146
3,1857.7522537433927,3,2,Tier 1 (Metro),Outskirts,Semi-Furnished,13,Yes,18786588.397090543,10112.536996919447
3,966.4237247980449,4,3,Tier 1 (Metro),Tech Park,Fully Furnished,9,No,18298314.299676027,18934.049144436987
5,2659.8259129594885,4,3,Tier 3,City Center,Semi-Furnished,6,Yes,19769243.883591406,7432.533004235194
3,1348.7460506976986,2,3,Tier 2,Outskirts,Unfurnished,22,No,6270762.104117214,4649.327500068219
2,983.6954653796708,1,3,Tier 3,Tech Park,Fully Furnished,0,No,8158151.4960850505,8293.371051513692
3,1604.302945061501,3,2,Tier 1 (Metro),Suburbs,Semi-Furnished,6,No,21789066.26090635,13581.640754309694
2,902.5542871772896,1,0,Tier 2,Tech Park,Semi-Furnished,14,Yes,6857906.8575632,7598.3317070168605
2,864.8583841676776,1,3,Tier 1 (Metro),Suburbs,Fully Furnished,10,Yes,12489847.099103194,14441.493922872902
1,503.4152417488025,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,5,Yes,10222403.194010442,20306.10586699575
1,391.2754061137197,1,1,Tier 2,Outskirts,Semi-Furnished,21,No,1000000.0,2555.7445839296156
5,1957.0874355574074,2,1,Tier 1 (Metro),Suburbs,Unfurnished,6,No,27107016.432999454,13850.692585576267
3,1703.811984886951,4,3,Tier 1 (Metro),Suburbs,Fully Furnished,6,Yes,24645522.70732321,14464.930946567121
3,1155.3617894524032,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,0,Yes,21470350.10227386,18583.226741858907
2,1133.2625001818424,2,0,Tier 1 (Metro),City Center,Fully Furnished,9,Yes,23052134.238931403,20341.389779713416
2,1092.5182585707903,1,0,Tier 2,Suburbs,Fully Furnished,20,No,6293394.948564045,5760.448302984825
2,654.8386542418807,1,1,Tier 1 (Metro),Tech Park,Unfurnished,14,No,9300297.095220273,14202.425337868006
2,864.487069532869,1,3,Tier 1 (Metro),Outskirts,Unfurnished,7,No,8048640.923538633,9310.30805109412
3,1858.2328209142115,4,0,Tier 1 (Metro),Tech Park,Fully Furnished,23,No,31001131.26530009,16683.125449290143
3,1205.6503406580955,3,0,Tier 1 (Metro),Tech Park,Unfurnished,18,No,20440529.379405405,16953.944846271177
3,1360.6787213071837,4,2,Tier 2,Suburbs,Unfurnished,2,No,10212508.296667414,7505.451607897866
2,1092.4121786503792,1,3,Tier 1 (Metro),City Center,Semi-Furnished,22,Yes,19923215.490235534,18237.818910852562
5,2891.6952546412977,4,2,Tier 2,Outskirts,Unfurnished,14,Yes,14767135.924909124,5106.74003465864
3,1424.5383341866514,3,1,Tier 1 (Metro),Suburbs,Unfurnished,3,No,19935132.091587882,13994.100132777377
3,1320.7469415925075,3,1,Tier 1 (Metro),Suburbs,Semi-Furnished,5,Yes,19488515.353121646,14755.677063785679
3,1926.7109585095523,2,2,Tier 3,Suburbs,Semi-Furnished,24,Yes,8438561.69497194,4379.775626282712
2,1347.7799327595158,1,3,Tier 2,Outskirts,Fully Furnished,9,Yes,7968084.547297055,5912.007111563665
2,1195.7716101563592,2,0,Tier 1 (Metro),City Center,Unfurnished,17,Yes,21682911.317240264,18132.987213507273
2,1017.0636285130048,1,1,Tier 3,Outskirts,Semi-Furnished,15,Yes,3275353.764117129,3220.402020378854
3,1257.520283507722,4,3,Tier 1 (Metro),Outskirts,Unfurnished,17,Yes,13662904.77232973,10864.957767693797
1,416.95555934434344,2,3,Tier 3,City Center,Fully Furnished,5,Yes,4762708.602023673,11422.580884910045
2,1104.5028210531516,1,1,Tier 2,Outskirts,Unfurnished,18,Yes,3901511.085621819,3532.3686017403734
1,541.8398220888683,1,1,Tier 2,Tech Park,Unfurnished,16,Yes,3598555.350693538,6641.3637462462675
1,640.159859294643,1,3,Tier 3,Outskirts,Unfurnished,17,No,1102028.7942144484,1721.4899969340681
4,2260.1800370144556,4,0,Tier 1 (Metro),Suburbs,Semi-Furnished,12,Yes,30171171.23116759,13349.012351698168
3,1049.0759094720547,4,2,Tier 2,Outskirts,Semi-Furnished,6,Yes,5966239.581919823,5687.13810702442
2,1210.3895235445837,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,19,Yes,15979281.06681551,13201.767493840116
1,400.1939372685587,1,2,Tier 1 (Metro),Outskirts,Unfurnished,11,Yes,3257939.0330825187,8140.900522678855
2,923.2057456095297,1,3,Tier 1 (Metro),Suburbs,Fully Furnished,1,Yes,13548150.950576779,14675.115503783894
2,1050.0400412503388,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,11,No,14248160.335663857,13569.159056732551
2,1399.1334979567928,1,0,Tier 2,Suburbs,Semi-Furnished,11,No,8827963.030413352,6309.59307550363
2,1621.9837112010723,2,3,Tier 2,City Center,Unfurnished,23,Yes,13993312.003761807,8627.282695335958
2,1121.3446118272366,1,0,Tier 2,Outskirts,Unfurnished,3,Yes,5804055.803761563,5175.97868000973
3,1445.0410143838835,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,3,Yes,16337154.745031869,11305.66854671421
3,1660.3516945441652,3,0,Tier 1 (Metro),Tech Park,Unfurnished,17,No,26502003.351141308,15961.680551310665
1,588.7655425873836,1,3,Tier 3,Tech Park,Semi-Furnished,15,No,2817100.3541384344,4784.757514440182
2,935.8664748885617,1,0,Tier 1 (Metro),Tech Park,Fully Furnished,13,Yes,14979692.510268549,16006.22835864727
3,2038.5634067736967,2,3,Tier 2,Outskirts,Fully Furnished,16,Yes,10628790.290264826,5213.862985545458
3,1569.0212277574205,4,0,Tier 2,City Center,Semi-Furnished,16,No,15680784.12665526,9993.991062229017
4,2199.097235636558,4,3,Tier 2,Suburbs,Semi-Furnished,2,No,15664913.070181932,7123.338075429628
3,1699.7772756163386,2,0,Tier 2,Outskirts,Semi-Furnished,5,Yes,10107212.842102224,5946.198356156605
2,1084.3173221228913,1,1,Tier 3,City Center,Semi-Furnished,22,No,6483770.288797793,5979.587484689241
1,583.8940500469612,2,2,Tier 1 (Metro),City Center,Semi-Furnished,12,Yes,9694063.462131826,16602.435769558117
3,1314.824044035923,3,3,Tier 3,Outskirts,Semi-Furnished,8,Yes,5868790.680319898,4463.555946471232
1,444.16982460539697,1,0,Tier 1 (Metro),Suburbs,Fully Furnished,20,No,3814236.093753325,8587.337280604133
3,1169.9537301084915,3,1,Tier 1 (Metro),City Center,Unfurnished,8,Yes,23477528.216748744,20067.057023333426
4,2175.8004922480904,3,3,Tier 1 (Metro),Outskirts,Unfurnished,7,No,22294544.009335186,10246.593880627317
3,1733.680951053634,2,3,Tier 2,Suburbs,Fully Furnished,16,Yes,10760813.713366386,6206.9169686767145
2,1091.5545732303772,1,3,Tier 1 (Metro),Tech Park,Unfurnished,15,Yes,18700180.99603356,17131.69589010261
3,2002.3477300042614,2,2,Tier 1 (Metro),City Center,Unfurnished,15,Yes,38387027.84139721,19171.009743305432
2,998.8807962341907,2,0,Tier 1 (Metro),City Center,Fully Furnished,18,Yes,19204503.213350058,19226.02104850908
3,1700.622496677754,2,0,Tier 3,Outskirts,Unfurnished,23,Yes,5734557.203782521,3372.034190412774
4,1563.3196495442744,2,3,Tier 3,Outskirts,Unfurnished,15,No,4692152.338311665,3001.4030333972205
2,922.5800595051198,1,3,Tier 2,Suburbs,Fully Furnished,24,Yes,5020894.8402715605,5442.232127762238
5,2847.7688787828893,3,3,Tier 2,Tech Park,Unfurnished,13,No,22862869.492671587,8028.344456957115
4,2339.6408442972574,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,19,Yes,40119686.318100095,17147.797028714715
2,941.2066104671635,1,3,Tier 1 (Metro),Outskirts,Fully Furnished,13,No,9889985.15886566,10507.772734359369
1,492.8400748141933,1,2,Tier 3,Outskirts,Unfurnished,13,Yes,1508221.1193668272,3060.264772371534
2,696.4252506638381,2,0,Tier 1 (Metro),Suburbs,Unfurnished,13,Yes,9255816.250257215,13290.466193513943
1,464.29707991933907,2,2,Tier 1 (Metro),Outskirts,Semi-Furnished,11,Yes,5139669.004816095,11069.785331643685
1,589.0383163519787,2,3,Tier 1 (Metro),Suburbs,Fully Furnished,5,Yes,9102017.811347727,15452.335711738036
3,1672.56150483197,3,1,Tier 1 (Metro),Suburbs,Fully Furnished,19,Yes,22542479.481753346,13477.817955650022
1,550.0665721381209,2,3,Tier 1 (Metro),Tech Park,Unfurnished,12,Yes,8992383.51535594,16347.809466774808
2,1009.954737436192,1,3,Tier 2,Suburbs,Semi-Furnished,15,No,5855432.521832513,5797.717763765085
3,1502.118947588453,3,3,Tier 1 (Metro),Tech Park,Semi-Furnished,8,No,26086120.51570503,17366.21494428552
1,433.9678860526553,1,3,Tier 2,Tech Park,Semi-Furnished,1,No,4521746.79784155,10419.542420456673
3,1709.6485260607606,4,3,Tier 1 (Metro),Tech Park,Semi-Furnished,21,Yes,28737063.10826342,16808.754940102885
2,1084.194588877878,1,0,Tier 1 (Metro),Outskirts,Semi-Furnished,2,No,10825438.216853445,9984.774253538362
2,1098.4037695985598,1,2,Tier 1 (Metro),Tech Park,Semi-Furnished,9,No,17876567.921672393,16275.042399213404
3,1342.189547199726,3,1,Tier 2,Suburbs,Fully Furnished,19,Yes,10094558.00015655,7520.96305713102
3,853.9971240386268,3,3,Tier 1 (Metro),Outskirts,Unfurnished,1,Yes,10152726.014920425,11888.477992650958
4,2438.8610847014784,3,1,Tier 2,Suburbs,Unfurnished,23,Yes,15525529.181726841,6365.893194620881
3,1356.3487631974788,3,0,Tier 2,Outskirts,Semi-Furnished,9,Yes,7457509.479527456,5498.224116006123
3,1241.167270787064,3,2,Tier 2,Suburbs,Fully Furnished,7,Yes,9410430.686399119,7581.919784616673
2,1138.6957823827988,1,3,Tier 1 (Metro),City Center,Fully Furnished,16,Yes,21828747.61341162,19169.95562039711
2,921.597472016174,1,0,Tier 1 (Metro),City Center,Semi-Furnished,21,No,16668670.064917555,18086.714179512222
3,1817.9809152139865,4,0,Tier 1 (Metro),City Center,Unfurnished,0,Yes,36354572.01062004,19997.224231774133
3,1685.1017848730094,4,2,Tier 2,Suburbs,Semi-Furnished,5,Yes,13257577.470790913,7867.523249813669
5,2841.784661600239,3,3,Tier 1 (Metro),Outskirts,Fully Furnished,6,No,30231492.853270967,10638.206779625341
2,726.8088577598932,1,2,Tier 3,Tech Park,Semi-Furnished,14,No,4903875.369632374,6747.132092950367
2,1242.38879707728,2,2,Tier 3,Tech Park,Unfurnished,17,No,6362625.821837566,5121.283962641683
3,1578.3751593701568,4,1,Tier 1 (Metro),Suburbs,Unfurnished,8,Yes,20323414.083167054,12876.16189504466
2,926.1445721507594,1,1,Tier 1 (Metro),Suburbs,Fully Furnished,7,Yes,13904827.95511377,15013.668894936112
4,2057.3553869369002,3,2,Tier 2,Suburbs,Semi-Furnished,24,Yes,12489356.510386424,6070.587799116826
4,1289.505906840672,2,1,Tier 1 (Metro),Suburbs,Semi-Furnished,9,Yes,18434090.66911407,14295.468187717062
2,1081.7305622961342,2,0,Tier 1 (Metro),Tech Park,Fully Furnished,3,Yes,19590779.60848026,18110.590835943392
3,1191.1885475453785,2,2,Tier 3,Outskirts,Semi-Furnished,19,Yes,5344921.159868228,4487.04881429748
3,1094.1989142469397,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,7,No,20700531.32022784,18918.43525952917
2,695.5281627564218,2,3,Tier 3,Suburbs,Semi-Furnished,0,Yes,4511202.330174808,6486.009584855098
4,2445.07534999597,2,0,Tier 2,City Center,Unfurnished,7,Yes,23941999.315903172,9791.926991510765
3,1311.2209818921633,4,3,Tier 2,Tech Park,Fully Furnished,22,Yes,11749822.693583481,8960.978245351022
3,1960.11831297495,4,3,Tier 1 (Metro),City Center,Semi-Furnished,11,No,38783925.40406112,19786.522653929598
2,892.8397073895404,1,2,Tier 1 (Metro),City Center,Semi-Furnished,22,Yes,16455320.469716387,18430.318828256404
4,1317.0568169628214,4,0,Tier 2,Suburbs,Semi-Furnished,24,Yes,8489893.452086495,6446.11025336362
2,776.6951120102682,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,14,Yes,13562516.250566833,17461.827737609776
1,623.5811620006939,1,0,Tier 1 (Metro),Outskirts,Unfurnished,12,Yes,5643832.495568111,9050.678306991305
4,1937.640728825333,2,2,Tier 1 (Metro),Tech Park,Semi-Furnished,15,Yes,33703890.33279402,17394.292879684934
1,445.1712703509399,1,2,Tier 1 (Metro),Outskirts,Fully Furnished,22,Yes,4187399.5898080827,9406.266461236477
2,1032.0036451705575,2,1,Tier 1 (Metro),Outskirts,Semi-Furnished,17,Yes,9688326.71016647,9387.880319516988
5,2750.8913680837722,3,3,Tier 2,Suburbs,Unfurnished,0,No,19929534.597357526,7244.755219556389
5,3058.6994079512306,3,0,Tier 1 (Metro),Outskirts,Unfurnished,16,Yes,30281814.530103702,9900.225714035425
3,1934.5497689678778,4,3,Tier 1 (Metro),Tech Park,Unfurnished,15,No,32681637.748321436,16893.666047039856
3,1392.0694062632742,3,1,Tier 2,Tech Park,Fully Furnished,22,Yes,13321646.578017842,9569.671252080081
2,734.7904627835924,1,0,Tier 3,City Center,Semi-Furnished,4,Yes,5729329.59122978,7797.229116890647
2,917.3069677753448,1,1,Tier 1 (Metro),Outskirts,Fully Furnished,19,Yes,9600555.402757043,10466.022542094424
2,1052.0561013165773,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,20,Yes,12878004.60043835,12240.796459734796
3,1210.8723221368168,4,2,Tier 2,Suburbs,Fully Furnished,9,Yes,9909102.049225252,8183.440869916605
3,1212.854725531487,3,1,Tier 3,Tech Park,Semi-Furnished,5,Yes,8621625.716199784,7108.539493401971
3,1603.1363644649657,4,1,Tier 2,Outskirts,Fully Furnished,11,No,9317271.810070155,5811.902229028235
3,1485.4042945288647,2,2,Tier 2,Suburbs,Semi-Furnished,9,No,11543932.6115607,7771.576165546339
1,503.27969954115866,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,21,No,4364950.645859172,8673.011547731228
2,848.3009330599862,1,1,Tier 2,Outskirts,Unfurnished,16,Yes,4010779.9681623713,4728.015509419174
1,476.95992857942326,2,3,Tier 1 (Metro),City Center,Fully Furnished,1,Yes,10077955.22620247,21129.563769054217
3,1222.7300567195089,4,2,Tier 2,Suburbs,Unfurnished,18,Yes,8352378.622001858,6830.926070804746
2,1178.0396822249575,2,0,Tier 2,City Center,Unfurnished,19,Yes,10973384.43620074,9314.953139333444
4,2414.099733889501,2,1,Tier 3,Suburbs,Semi-Furnished,5,Yes,11992600.264268478,4967.731902669357
2,630.7624275523813,1,3,Tier 1 (Metro),Outskirts,Unfurnished,12,Yes,4958286.687783368,7860.783190627838
2,814.097827961518,2,2,Tier 1 (Metro),Suburbs,Unfurnished,8,No,10756896.965105312,13213.273141927342
2,700.6941489819842,2,2,Tier 2,Tech Park,Semi-Furnished,11,Yes,6474006.287252242,9239.41822071458
3,1304.9928196779306,3,1,Tier 2,Outskirts,Fully Furnished,17,Yes,7934505.21392284,6080.114077471368
3,1474.9686090628918,2,0,Tier 2,Suburbs,Fully Furnished,7,Yes,12355263.172084067,8376.627879513906
2,710.070956060294,1,1,Tier 1 (Metro),City Center,Unfurnished,24,Yes,12223803.600830358,17214.904364842663
1,407.81401868746866,1,3,Tier 1 (Metro),City Center,Fully Furnished,17,No,7218368.788559897,17700.1487388587
3,1198.8127883755506,4,2,Tier 2,Outskirts,Unfurnished,24,Yes,5011198.647004256,4180.134459355137
1,520.7267329398944,1,0,Tier 1 (Metro),City Center,Fully Furnished,22,No,9362665.55113882,17979.99787389352
3,1520.803301110875,3,3,Tier 3,Outskirts,Fully Furnished,24,Yes,5802087.032741876,3815.1462641511403
